Mi-Yen Yeh-->dasfaa:0.710320223238,tkde:0.681235077363,dawak:0.600396583144,vldb:0.592377304885,dmkd:0.556184105837,kais:0.553054002682,dexa:0.51264946879,widm:0.50457100222,cikm:0.499471629538,asunam:0.489100280583,dolap:0.485356711901,tsdm:0.480619412715,icwsm:0.41510104149,kdd:0.414428087377,kdid:0.389655339203,pakdd:0.37794951301,datamine:0.371313744233,tkdd:0.353906031952,cinq:0.338322985229,sdm:0.336661107636,icdm:0.330365229765,www:0.316049577896,adma:0.280582908604,sadm:0.256430829391,dmkdttt:0.256001189814,mlg:0.252862705679,ideal:0.22893527699,pkdd:0.227811166114,ijbidm:0.226067586654,sigkdd:0.222630952946,ida:0.218183710793,dw:0.218104231192,minenet:0.205878689376,cidm:0.196768587875,dmdw:0.19371604672,ausdm:0.190015044981,classification:0.180670296453,ijdmmm:0.171579099291,dmin:0.169761241707,mldm:0.166009720731,casdmkm:0.145984645415,fimi:0.136601872304,iat:0.12935991543,aisadm:0.129254672631,admi:0.129145088433,riao:0.116213762954,dis:0.109155121173,wkdd:0.109018120527,ijdmb:0.104297016732,webmine:0.0988049572421,incdm:0.0968938198331,ijkedm:0.0954567769181,ijict:0.0936848062385,tgis:0.0926235759999,jaif:0.0886984018732,itpro:0.0880302408302,vdmb:0.082384452142,isjgp:0.0741009847889,dq:0.0722170075919,biodatamining:0.0708310726884,icetet:0.0695597249622,edm:0.0600252341135,dmo:0.0579828028095,oir:0.051827908333,csda:0.050874023197,grc:0.0501767635413,inffus:0.0383358166469,jecr:0.0340306335126,ipl:0.0329280416438,jkm:0.0254212918834,trs:0.0252865893256,kelsi:0.024210583652,ijicte:0.0177829842893,ijkm:0.0170692755688
Wannes Meert-->dw:0.405041826363,dexa:0.194312365419,cidm:0.187551275539,dmin:0.176852031513,icetet:0.16550627773,ideal:0.143713289562,ijbidm:0.131707046876,kais:0.130924348133,tsdm:0.118889677177,datamine:0.114211972604,sdm:0.105063629713,vldb:0.0986758041248,ida:0.0981531627434,ijdmmm:0.0939236114567,dasfaa:0.0936628026301,pakdd:0.0931948268379,ijict:0.091533164551,mldm:0.0912247534867,incdm:0.0904643261563,icdm:0.0901909608289,sadm:0.0793766179446,classification:0.0788057779937,dis:0.078489564781,tkdd:0.0724534208328,dmkd:0.0662551871226,ijkedm:0.0635042017332,pkdd:0.0624385788132,tkde:0.0611125451256,kdd:0.0607171836236,tgis:0.0606837627238,csda:0.0604627321578,adma:0.0597898105617,riao:0.056012971412,iat:0.0385844536242,wkdd:0.0315948688132,dolap:0.029008381272,dmo:0.0283691445698,trs:0.0197288405171,webmine:0.0,www:0.0,itpro:0.0,dmdw:0.0,sigkdd:0.0,ausdm:0.0,ipl:0.0,edm:0.0,aisadm:0.0,dawak:0.0,vdmb:0.0,ijkm:0.0,isjgp:0.0,biodatamining:0.0,oir:0.0,kelsi:0.0,ijicte:0.0,dq:0.0,admi:0.0,jkm:0.0,inffus:0.0,cinq:0.0,dmkdttt:0.0,minenet:0.0,jecr:0.0,fimi:0.0,ijdmb:0.0,icwsm:0.0,mlg:0.0,cikm:0.0,widm:0.0,casdmkm:0.0,grc:0.0,kdid:0.0,asunam:0.0,jaif:0.0
Yang Gao 0001-->mldm:0.512097024978,icdm:0.467832621557,adma:0.453296602926,tkdd:0.447974381958,sdm:0.442492245616,ida:0.414971762185,pakdd:0.414557348246,pkdd:0.408973724633,cidm:0.397265072666,ijdmmm:0.380528243468,kais:0.373605007579,ideal:0.358881723405,dmin:0.33926833804,kdd:0.321914847382,datamine:0.301161181546,sadm:0.301063983737,ijdmb:0.284169305792,icetet:0.245840299721,minenet:0.236242300706,dis:0.235241800391,mlg:0.232700922038,fimi:0.225059809441,incdm:0.21043526133,vdmb:0.206038156142,jaif:0.201328093222,wkdd:0.162661292884,ausdm:0.138530109739,dmkdttt:0.131108819609,dawak:0.13084333876,biodatamining:0.13046177967,cikm:0.126734294507,ijbidm:0.121467695253,tgis:0.116477506586,ijict:0.116027149631,cinq:0.115843161355,inffus:0.110162453455,tkde:0.10887073406,dmo:0.101104302906,sigkdd:0.100219075183,kdid:0.0995243828179,edm:0.0908695555619,classification:0.0758865771778,ijkedm:0.0729272126427,dmkd:0.0642294515239,casdmkm:0.0631238377265,grc:0.0437270457811,admi:0.0417430826875,tsdm:0.0391042828398,aisadm:0.0346988338401,dolap:0.0299515941475,itpro:0.0242409813418,dasfaa:0.0198560222664,dq:0.0152152452126,kelsi:0.012128039153,widm:0.0114436175299,jkm:0.0106018767671,trs:0.0100248589765,dmdw:0.00812009993813,csda:0.00753329553881,www:0.00666960311615,isjgp:0.0052945525949,icwsm:0.00474583931704,dexa:0.00406949714049,webmine:0.0037214726853,riao:0.00291782960403,dw:0.00154269266745,ipl:0.0,ijkm:0.0,oir:0.0,iat:0.0,ijicte:0.0,vldb:0.0,jecr:0.0,asunam:0.0
Joseph N. Wilson-->icetet:0.398545005998,inffus:0.365136448954,ijict:0.324298481414,minenet:0.300194346632,jaif:0.239352030327,mldm:0.148251352603,tgis:0.134325217265,dmin:0.122120857413,wkdd:0.121806884219,ideal:0.118962513142,cidm:0.11665052453,isjgp:0.114426973365,classification:0.111891395272,incdm:0.111885996137,ijdmb:0.110148174415,biodatamining:0.102908696517,mlg:0.0978142189726,tsdm:0.0956485225696,csda:0.0923603369116,ausdm:0.0903910846964,dmkdttt:0.0767979131093,kelsi:0.0641649734711,ijdmmm:0.0593215980709,grc:0.051429668881,sadm:0.0455883524779,ijbidm:0.0320339266884,itpro:0.0317723402854,ipl:0.0275210980118,edm:0.0272355489984,fimi:0.0260214980678,icdm:0.0245808208857,vdmb:0.022143814052,kdd:0.0208301975367,adma:0.0207040494839,kais:0.0197370290725,pakdd:0.0187500988102,aisadm:0.0185402225357,sigkdd:0.0173799268326,dmkd:0.0170345076537,datamine:0.0164746370864,sdm:0.0162665622001,tkdd:0.0157322104364,dawak:0.013559614796,ida:0.0122120738563,tkde:0.0120817729861,pkdd:0.011644744474,cinq:0.0113441531999,dasfaa:0.0104209436778,ijicte:0.0094553725973,casdmkm:0.00916501511968,admi:0.00834332657452,trs:0.00734219611091,dolap:0.0065226489867,kdid:0.00580260697569,jkm:0.00408502635271,webmine:0.0,www:0.0,dmdw:0.0,dexa:0.0,dw:0.0,ijkm:0.0,oir:0.0,iat:0.0,dq:0.0,riao:0.0,ijkedm:0.0,vldb:0.0,jecr:0.0,icwsm:0.0,cikm:0.0,widm:0.0,dmo:0.0,asunam:0.0,dis:0.0
David Rohde-->sigkdd:0.185776976647,jaif:0.185681183964,iat:0.160589414781,admi:0.154921391215,classification:0.112466162809,aisadm:0.0901713402394,dexa:0.0890309576406,tgis:0.0776167920247,dis:0.0668621205241,ijdmmm:0.0659405472312,edm:0.0625987774347,inffus:0.0566435296655,riao:0.0525744169361,csda:0.0519466094795,fimi:0.049677720548,isjgp:0.0445787484525,ausdm:0.0360605487098,mldm:0.0355270721653,itpro:0.0353086010941,sadm:0.0289245763625,biodatamining:0.0221935967799,widm:0.0218544506973,jecr:0.0208293715351,dmkd:0.0199347625941,dq:0.0123911778246,minenet:0.00961491693392,vdmb:0.00725754883424,kdd:0.00560678304584,incdm:0.00529435243155,dmin:0.00480570345248,icdm:0.00438940118758,cidm:0.00388002819743,adma:0.00378172301447,pakdd:0.00351724410749,dmo:0.00351599264695,pkdd:0.00350736689971,kais:0.00350369003402,sdm:0.00292923918767,datamine:0.00265021712416,grc:0.00214813347133,kdid:0.00204866015099,webmine:0.0,www:0.0,dmdw:0.0,ipl:0.0,ijbidm:0.0,dw:0.0,dawak:0.0,ijkm:0.0,tkde:0.0,tkdd:0.0,dasfaa:0.0,oir:0.0,ideal:0.0,kelsi:0.0,ijict:0.0,ijicte:0.0,ijkedm:0.0,icetet:0.0,vldb:0.0,wkdd:0.0,jkm:0.0,tsdm:0.0,cinq:0.0,dmkdttt:0.0,dolap:0.0,ijdmb:0.0,icwsm:0.0,mlg:0.0,cikm:0.0,casdmkm:0.0,asunam:0.0,trs:0.0,ida:0.0
Bin Wang-->dasfaa:0.614049723806,cikm:0.580799926317,kais:0.546780354697,tkde:0.492744871823,vldb:0.489638552446,pkdd:0.470590067579,tkdd:0.466151575232,sdm:0.455310643676,icdm:0.452157723723,mldm:0.442236404442,adma:0.440077089976,mlg:0.424633227685,pakdd:0.4242127103,dexa:0.423061128117,kdd:0.392121625532,dawak:0.361891778056,dolap:0.355670848149,ida:0.349812929087,ijdmb:0.328281648582,widm:0.320649622493,datamine:0.317766274429,cidm:0.291159930866,ideal:0.285349643606,sadm:0.279040266034,dmkd:0.27604409119,dw:0.267982693956,riao:0.255872844637,www:0.214874707774,dis:0.207788161539,cinq:0.199757334789,dmin:0.198688927897,ijdmmm:0.192828445416,incdm:0.188707385101,dmkdttt:0.183747360789,kdid:0.177526854998,dmdw:0.171574822481,ausdm:0.164739888135,aisadm:0.147232581803,edm:0.141269544336,sigkdd:0.135311587961,wkdd:0.133518761127,tsdm:0.13221764299,iat:0.126799064709,ijict:0.124719343571,ijbidm:0.117565894254,ijkedm:0.116894942146,admi:0.104751051889,fimi:0.104349675106,kelsi:0.103680978407,dmo:0.101571544176,minenet:0.100545420508,biodatamining:0.0945350120013,asunam:0.0886699822833,icwsm:0.0868166381227,icetet:0.0841869715531,jaif:0.0809656138248,classification:0.0722571444615,csda:0.0649087995418,vdmb:0.0607376516808,ipl:0.0573006417519,grc:0.048974158019,jecr:0.0411159908988,inffus:0.0279356014068,casdmkm:0.0279266051098,ijicte:0.026170257903,oir:0.0183210300502,webmine:0.01331885988,tgis:0.0121197444036,trs:0.00862912994957,dq:0.0067835063795,jkm:0.00218558298157,itpro:0.00169915600944,ijkm:0.0,isjgp:0.0
Caetano Traina Jr.-->dmkd:0.848748961298,tkde:0.777793288106,tsdm:0.681142694799,kais:0.668750224721,dawak:0.66303633082,datamine:0.644904927552,kdd:0.619334492784,dasfaa:0.614178978588,kdid:0.591967394099,vldb:0.58864675192,widm:0.569381073633,dexa:0.520596630523,sdm:0.518611638846,pakdd:0.497667775626,dolap:0.488273361441,sadm:0.4742830505,tkdd:0.467305847446,cinq:0.446392638538,icdm:0.414942776316,cikm:0.413968542608,sigkdd:0.406552806768,pkdd:0.338534682419,ijbidm:0.28245398925,cidm:0.281320125419,admi:0.263339257523,mlg:0.262308498405,ijdmmm:0.261338277775,ausdm:0.242445993104,adma:0.236580099278,incdm:0.232117837406,dmin:0.220674867583,ida:0.220033195799,ijkedm:0.217173094136,edm:0.212215405504,mldm:0.206444337759,classification:0.206419485245,dis:0.198463009121,fimi:0.189959587138,ideal:0.138860932156,dmkdttt:0.123569063524,minenet:0.12174194352,www:0.114584735101,dmdw:0.105297580614,aisadm:0.101355890706,dw:0.100630137315,riao:0.0919446312743,vdmb:0.0844948751465,dmo:0.0749945485277,ijict:0.0741127157268,ijdmb:0.0732857610653,csda:0.0363020500555,grc:0.0361734561688,tgis:0.0326577484003,icwsm:0.0302879904696,asunam:0.0289853197807,jecr:0.0288144284644,biodatamining:0.0284299795302,isjgp:0.0271201883314,ipl:0.0199001720522,trs:0.0184039798558,casdmkm:0.0169597408948,icetet:0.0168864679516,oir:0.016706587769,dq:0.0143397402543,jaif:0.0141817255695,iat:0.0106172512941,ijicte:0.00965128965433,wkdd:0.00868234723041,inffus:0.00502561782445,kelsi:0.00443774060211,itpro:0.00272979667339,webmine:0.00187473652099,ijkm:0.000787631450835,jkm:0.0
Dong Wang-->widm:0.661876964984,cikm:0.626467258031,www:0.587793995894,tkde:0.398690043425,dmkd:0.328345053836,oir:0.324143382848,kdid:0.319410702151,kais:0.314960396853,dexa:0.313956669815,dasfaa:0.293219458547,vldb:0.292111671696,kdd:0.279287833796,dawak:0.279105362588,tsdm:0.269621914249,riao:0.23430138528,dolap:0.225575443198,cinq:0.223308720832,csda:0.222710787116,ijbidm:0.196901497107,tkdd:0.186758183585,datamine:0.177339264757,pakdd:0.16522420399,sigkdd:0.160031160144,incdm:0.158961542757,ijkm:0.154023698119,jkm:0.151944658035,pkdd:0.148117244056,sdm:0.142593948754,iat:0.142520373044,ijkedm:0.140010739484,sadm:0.138407591778,fimi:0.130751609417,mldm:0.129646098491,minenet:0.129593676406,ausdm:0.12888878933,icwsm:0.127790856714,admi:0.123229517441,ijict:0.120161243227,adma:0.111268001009,icdm:0.105628461563,classification:0.10499991169,wkdd:0.100948105805,dis:0.100743135512,aisadm:0.0994710513191,dmo:0.0881038074792,icetet:0.0818030925411,itpro:0.0807326284455,isjgp:0.0804325620498,tgis:0.0785115721646,ijdmb:0.0722137631218,casdmkm:0.0688427160544,webmine:0.0681126037524,ida:0.0666561293617,inffus:0.0627041072266,ijdmmm:0.0577729397603,edm:0.0561333663274,ideal:0.0512447893321,jaif:0.0503961184387,jecr:0.0488001896078,dmkdttt:0.0467481279978,mlg:0.038454868505,dmdw:0.0383646766626,asunam:0.0333201284544,cidm:0.0327525345124,biodatamining:0.028805540485,ijicte:0.02626927624,kelsi:0.0241829798099,trs:0.0189956252844,grc:0.0145943630827,ipl:0.0126117957377,dmin:0.00973487350184,vdmb:0.00787598422145,dw:0.00470616380271,dq:0.00458343116852
Oded Nov-->icwsm:0.634519256158,oir:0.600802218814,asunam:0.596873372213,ijicte:0.492605391042,jecr:0.463073694128,edm:0.438272754598,www:0.320588956229,tgis:0.307692391832,itpro:0.300586546142,iat:0.274658117356,biodatamining:0.233265795898,ijict:0.231282855343,ijkm:0.230469761464,isjgp:0.229367966961,jkm:0.217191761667,incdm:0.196827571116,widm:0.178363625736,ausdm:0.174179437617,wkdd:0.160871074106,kdd:0.147393786098,tkdd:0.146511516076,kelsi:0.145337607071,tsdm:0.140932317524,admi:0.137405024863,cikm:0.133815570238,dmo:0.13351761228,icetet:0.131193044306,aisadm:0.117426566414,ijbidm:0.115294181236,webmine:0.0985379900441,ijdmb:0.0984267983894,classification:0.0879540692121,sigkdd:0.0861964354961,icdm:0.0853803593058,inffus:0.0842475033414,kais:0.0821810915188,csda:0.0819831224743,ideal:0.0795728032278,jaif:0.0778877112299,sadm:0.0757169623113,ijkedm:0.0750313543439,dmin:0.0724856733301,adma:0.0658526971327,mlg:0.0628025687062,sdm:0.0592581378592,mldm:0.0536089961488,minenet:0.0457825082938,dolap:0.0451711069006,ida:0.0412174701975,pakdd:0.041011265901,dis:0.0408255485179,pkdd:0.0398491535069,ijdmmm:0.0391978880412,trs:0.0390165310011,dw:0.0385341975062,cidm:0.0364995417809,dmdw:0.0322044849441,cinq:0.0316088526752,datamine:0.0308413924149,dasfaa:0.0295472899809,kdid:0.0264717133865,dq:0.0193929864549,riao:0.0165523113091,ipl:0.0161260065626,fimi:0.015073281423,vdmb:0.0125457903434,dmkd:0.00899461712273,dmkdttt:0.00863358114238,casdmkm:0.00787805927406,grc:0.00307947142384,dexa:0.0,dawak:0.0,tkde:0.0,vldb:0.0
Muhammad Aamir Cheema-->dasfaa:0.695490962528,vldb:0.503685416155,dexa:0.471715583405,tkde:0.421591312573,dw:0.376698861774,cikm:0.349664678575,mlg:0.27180419955,widm:0.237729935903,kais:0.230651075712,dolap:0.203115084706,dawak:0.169340755896,dmkdttt:0.135207381132,cinq:0.125915153612,ida:0.11933915592,www:0.119338485144,riao:0.116814113361,classification:0.116438649457,ideal:0.11401428277,icdm:0.106236037513,pakdd:0.0953273771878,sdm:0.0945549795416,adma:0.090236717195,tsdm:0.0868019658892,pkdd:0.0855433913995,datamine:0.0811841763844,jaif:0.0709763179153,mldm:0.0694339001631,sadm:0.0675200176662,cidm:0.0648539803428,dmkd:0.0629629442673,ijdmmm:0.0622252942277,kdd:0.0617667637403,dmin:0.0575466297952,tkdd:0.0555318202096,ijbidm:0.0546711853967,dmdw:0.0545275628137,dis:0.0510562064193,ijkedm:0.0486296584153,biodatamining:0.0461962451178,vdmb:0.0379911466324,ipl:0.0317644365481,minenet:0.0262677047081,fimi:0.0254198750297,ijdmb:0.0246382021862,grc:0.0236754408806,casdmkm:0.0232764818065,tgis:0.0228752896517,csda:0.0200862592567,sigkdd:0.0196424852378,dmo:0.0182140801152,iat:0.0166581864783,icetet:0.0157469748176,wkdd:0.0147723768649,incdm:0.0139284404774,ausdm:0.0123654822059,icwsm:0.0121201803081,dq:0.0109874698034,trs:0.00963442738493,ijict:0.00962932582036,webmine:0.00809927315363,inffus:0.00772473858374,admi:0.00680844100783,isjgp:0.00540903351525,asunam:0.00459169293921,aisadm:0.00362255302995,jecr:0.00355827527328,ijicte:0.00335912278466,ijkm:0.002869509586,itpro:0.00200227133525,kdid:0.00127362749138,jkm:0.00124845476282,edm:0.0,oir:0.0,kelsi:0.0
Yi Zhang-->sdm:0.662931778037,ida:0.656582511112,pakdd:0.632566663337,icdm:0.628641431142,adma:0.62053128441,cidm:0.585297397505,mldm:0.566503559603,pkdd:0.561484094729,kais:0.551168046135,classification:0.528473277135,sadm:0.505170810163,datamine:0.501145388182,ijdmmm:0.491700757895,tkdd:0.472148360155,ideal:0.461860120142,tsdm:0.451601072474,kdd:0.418202322444,ijbidm:0.418000683117,dmin:0.404418625148,dawak:0.362969859102,dis:0.322444726421,incdm:0.315929980216,ijdmb:0.270468060137,mlg:0.239358248054,tkde:0.232698615826,vdmb:0.228549367994,dmkd:0.221361700735,cikm:0.195667957953,biodatamining:0.173988313298,jaif:0.164755557957,dmdw:0.160845458909,ijkedm:0.155989979203,edm:0.135919967739,grc:0.135764252323,widm:0.135751334178,ausdm:0.129032394415,dmo:0.128787042588,dmkdttt:0.120224827896,inffus:0.115278137828,dolap:0.107938124659,ijict:0.10071498353,dasfaa:0.0948081259698,minenet:0.090323646581,fimi:0.0863804132229,wkdd:0.0849939091194,dq:0.0835201979843,csda:0.0780570386257,icetet:0.0732472984217,trs:0.0713455708933,sigkdd:0.0677141215628,aisadm:0.066225220296,tgis:0.0635566091487,dexa:0.0633729133807,kdid:0.0577966554374,webmine:0.0563375493595,asunam:0.0537375815908,cinq:0.0533589730677,iat:0.052244193354,icwsm:0.0423598476392,www:0.0401223997871,casdmkm:0.0320920533178,riao:0.0262545175666,oir:0.024822441058,dw:0.023801539427,kelsi:0.0235477187019,ijkm:0.0227736395373,ijicte:0.0219731537732,isjgp:0.016527410845,jecr:0.0157672415837,itpro:0.0136243873444,vldb:0.0131691141968,admi:0.0117090515712,jkm:0.00895023892247,ipl:0.00864239049644
Krzysztof Janowicz-->itpro:0.605646352442,tgis:0.582816163045,isjgp:0.468009867992,www:0.310347722751,asunam:0.258785003039,icwsm:0.241799865991,aisadm:0.233913348486,ijkedm:0.199382036805,sigkdd:0.171549240812,minenet:0.13088031026,ijicte:0.127119960956,ijdmmm:0.12653473254,iat:0.125915839352,ijbidm:0.118438472011,kelsi:0.118137412775,cikm:0.10464743587,riao:0.0997909079258,jecr:0.0985944280383,ijkm:0.0918260676437,tkdd:0.0869645176256,oir:0.0855265912838,ausdm:0.0816397972151,jkm:0.0790955352973,dmkd:0.0778695227159,classification:0.0748084930436,dmin:0.0706336542313,edm:0.0695473564058,widm:0.0682021764025,dexa:0.066441016866,admi:0.0628906755337,adma:0.0626282204979,kdd:0.0566502798071,cidm:0.0558920529304,casdmkm:0.054991929859,icetet:0.0517823607944,ideal:0.0517432837355,dolap:0.0508793533805,dis:0.0505768931196,webmine:0.0498012121653,csda:0.0495994972633,kais:0.0495902103953,vldb:0.049017757924,mlg:0.0451661448422,dw:0.0438670096038,wkdd:0.0410014296302,tkde:0.0404171595653,pakdd:0.040047506326,icdm:0.038176540889,jaif:0.0364968279791,trs:0.0306941015886,dmkdttt:0.0288036332215,inffus:0.0257350293983,sdm:0.0254901893777,grc:0.0208747649954,sadm:0.0183231424806,pkdd:0.0154868234951,dasfaa:0.0144889878782,tsdm:0.014157753911,dmdw:0.013392903215,datamine:0.0127728224627,ijict:0.0122002486837,biodatamining:0.0107753741921,incdm:0.00994607554644,ida:0.00873437620532,cinq:0.0032376352052,kdid:0.00257258948527,ipl:0.0,dawak:0.0,vdmb:0.0,mldm:0.0,dq:0.0,fimi:0.0,ijdmb:0.0,dmo:0.0
David R. Kaeli-->mlg:0.348488195618,ipl:0.327662838084,dis:0.291020415178,tkdd:0.264144886043,ideal:0.243765712099,mldm:0.242963490534,csda:0.228180210149,sdm:0.222058320469,icetet:0.202875729388,ida:0.201870233767,pkdd:0.163248884856,icdm:0.160132295257,ijdmb:0.159666879511,sadm:0.158424114576,cidm:0.15772243336,kais:0.148971996269,minenet:0.145489943672,adma:0.141348132176,jaif:0.139467348357,datamine:0.131343459741,classification:0.127352734674,incdm:0.122286184451,pakdd:0.117218378045,kdd:0.115663368634,ijkedm:0.103687170591,ausdm:0.102435044288,ijdmmm:0.102421805122,dmin:0.0855723854324,dq:0.0820501000951,edm:0.0816885491236,dmkdttt:0.0666467321594,ijict:0.0637005418214,biodatamining:0.060722458261,cikm:0.0576475909478,casdmkm:0.0548351995208,sigkdd:0.0445361449842,inffus:0.0438295835307,admi:0.0419616893342,tkde:0.0368121486854,wkdd:0.0361118278335,vdmb:0.0333006628124,trs:0.0305789057799,dmo:0.0292747987279,kelsi:0.0271615621664,asunam:0.0182383619637,aisadm:0.0162534139172,dawak:0.0144254857716,tgis:0.0129668231246,grc:0.0107346232352,dmdw:0.00899525363234,kdid:0.00826112157085,dolap:0.00635140330917,widm:0.00565098603553,riao:0.00497462470241,fimi:0.00492116960828,dexa:0.00467509644528,vldb:0.00416441096616,dasfaa:0.00394950705059,dmkd:0.00328211512514,webmine:0.0,www:0.0,itpro:0.0,ijbidm:0.0,dw:0.0,ijkm:0.0,isjgp:0.0,oir:0.0,iat:0.0,ijicte:0.0,jkm:0.0,tsdm:0.0,cinq:0.0,jecr:0.0,icwsm:0.0
Inbal Ronen-->asunam:0.887875992639,icwsm:0.830946858049,www:0.544429423797,cikm:0.376476542355,oir:0.343474901372,webmine:0.314567757342,kdd:0.312920751932,widm:0.303428439722,tkdd:0.237959810811,iat:0.221028376991,kais:0.203772110313,ijicte:0.201518046664,sigkdd:0.193773702469,jecr:0.193732792346,icdm:0.191018760548,aisadm:0.153226334001,adma:0.153034664022,admi:0.150757424162,dasfaa:0.146078564721,ausdm:0.145001261827,tkde:0.134080996145,itpro:0.132874283634,dmkd:0.126671693437,sdm:0.123644440724,edm:0.122622171743,mlg:0.120995131376,kdid:0.117243273746,tsdm:0.112919374802,jkm:0.112373867172,datamine:0.109962848984,pakdd:0.109683865596,pkdd:0.108141478721,ijict:0.107576256264,dawak:0.10419260907,vldb:0.100907669677,ijkm:0.0990340121447,dexa:0.09221164747,dolap:0.091134903245,tgis:0.0884394515631,dmo:0.0860888536333,isjgp:0.0857832527115,cinq:0.0797456474795,riao:0.0761634531188,ijbidm:0.0738019337478,minenet:0.0657475503589,wkdd:0.060118475584,sadm:0.0549741228615,incdm:0.0498398993258,fimi:0.0467233728666,kelsi:0.0466825131055,dw:0.0326731657988,vdmb:0.0311254939424,inffus:0.0294755243372,dmin:0.0288552041847,icetet:0.0258090293899,mldm:0.0247756027524,ideal:0.0225194501553,ijdmmm:0.0186292148497,ijkedm:0.0158652638943,dis:0.0149576970739,jaif:0.0141583175823,cidm:0.00874708663458,dmdw:0.00817245563183,classification:0.00760323683671,biodatamining:0.00282975870107,ipl:0.0,csda:0.0,dq:0.0,dmkdttt:0.0,ijdmb:0.0,casdmkm:0.0,grc:0.0,trs:0.0,ida:0.0
Yuanyuan Zhu-->tkde:0.71617703089,dmkd:0.707078091863,kdid:0.667849737031,dawak:0.593509583489,tsdm:0.586157138301,vldb:0.519461176756,kais:0.490136364833,dasfaa:0.485184601145,widm:0.46077681624,cinq:0.454253007416,dolap:0.452732462302,dexa:0.441048198861,datamine:0.394160728846,kdd:0.392297246569,cikm:0.367580822552,tkdd:0.350721082042,pakdd:0.34352530617,sdm:0.298211279598,sigkdd:0.253686363137,pkdd:0.198603165021,icdm:0.198531524216,sadm:0.198486243698,fimi:0.18687571142,admi:0.173787026125,ijict:0.165259819175,ipl:0.162978984436,mldm:0.149779412916,ausdm:0.135898683741,mlg:0.132195176129,ijdmb:0.112674483625,adma:0.109276679333,ijbidm:0.108330664848,dis:0.107658821406,minenet:0.104532023062,incdm:0.0905210169443,www:0.0831450343996,riao:0.0736631016558,icetet:0.072886482031,aisadm:0.0710310185834,biodatamining:0.0674959579307,dmdw:0.0465525413119,ideal:0.0356647583906,ida:0.0350603271652,dmin:0.0291922547249,classification:0.0180131067171,kelsi:0.0143368276637,asunam:0.00907173278487,trs:0.00798332356653,webmine:0.0,itpro:0.0,edm:0.0,dw:0.0,csda:0.0,vdmb:0.0,ijkm:0.0,isjgp:0.0,oir:0.0,iat:0.0,ijicte:0.0,dq:0.0,tgis:0.0,ijkedm:0.0,wkdd:0.0,jkm:0.0,inffus:0.0,cidm:0.0,dmkdttt:0.0,jecr:0.0,icwsm:0.0,casdmkm:0.0,dmo:0.0,grc:0.0,ijdmmm:0.0,jaif:0.0
Changsung Kang-->www:0.650922745553,cikm:0.617926812219,widm:0.562950864779,oir:0.37903430035,riao:0.279361317671,adma:0.205717243814,kais:0.202576940431,kdd:0.185876400444,pkdd:0.171547324296,ijbidm:0.159051061769,tkdd:0.138788238939,sdm:0.136820236095,icdm:0.135965212726,mldm:0.12543249153,dexa:0.122205502851,ijkedm:0.116355520632,pakdd:0.110592790329,dmo:0.105393132834,incdm:0.104567567698,mlg:0.0883208487838,tkde:0.0869073029095,ida:0.0855716502891,iat:0.0840976569626,cidm:0.0817992628182,dasfaa:0.0795571106979,webmine:0.073480671813,dis:0.0711992699952,vldb:0.0691594623496,datamine:0.0690595408136,icwsm:0.0681084418434,jecr:0.0669276635387,ideal:0.0624435711613,sadm:0.0570195199718,ijdmmm:0.0500660833325,edm:0.0497311423281,fimi:0.048991456045,dmin:0.048348454076,ijdmb:0.0441809741515,minenet:0.0388009107533,biodatamining:0.0284137464194,aisadm:0.0261771402222,isjgp:0.0256894939549,sigkdd:0.0213311390745,ausdm:0.0209141412128,wkdd:0.0195866353554,classification:0.0138902274074,vdmb:0.0132536511466,grc:0.0114621424338,kdid:0.0110459203752,dawak:0.00824672141014,dmkd:0.00734683011515,ijicte:0.00723057958519,itpro:0.00715333032092,ijict:0.00711571932203,admi:0.00554375539901,tsdm:0.00538455413648,tgis:0.00509712764871,kelsi:0.00396400417252,cinq:0.00348764197622,asunam:0.00330722568856,ijkm:0.00272663549336,jkm:0.00246267763765,ipl:0.00231242497026,dmdw:0.0,dw:0.0,csda:0.0,dq:0.0,icetet:0.0,inffus:0.0,dmkdttt:0.0,dolap:0.0,casdmkm:0.0,trs:0.0,jaif:0.0
